# gene_name	gene_id	chr_hg38	start_hg38	end_hg38	strand_hg38	tss_hg38	LociDriverhg38	DisttoTSS	ISM	SumISMPearsonRtoCAGE,adult,brain	DriverPearsonRtoCAGE,adult,brain	DecreasedFractionofSumPearsonRWithoutDrivertoCAGE,adult,brain	IncreasedFractionofSumPearonRbyrankedDrivertoCAGE,adult,brain	NIndividualsWithSNV	FractionIndividualsWithSNV	IsMainDriver	ISMFractionofISMmaxinSNV	eQTL	maxeQTLgene	PearsonRGenotypetoObs	RefseqforwardCAGE,adult,brain	MaxISM+-1000TSS	StdISM+-1000ISM
ZNF354C	ENSG00000177932	5	179060415	179083537	+	179060415	179060451	36	0.15501	0.96	0.94	1.01	0.83	602	51.9	True	0.596	0.155537	1.742519	0.2723	5.099637	2.868471145629883	0.11960665377946203
VN1R1	ENSG00000178201	19	57454790	57457142	-	57457142	57457182	40	0.00273	0.93	0.93	0.73	0.45	663	57.1	False	0.312	0.248902	1.440111	0.5018	0.06803184	0.06759955734014511	0.0015212352637425735
VN1R1	ENSG00000178201	19	57454790	57457142	-	57457142	57477277	20135	-0.00875	0.93	0.51	0.21	0.55	18	1.6	True	-1.0	-0.70535	1.440111	-0.2563	0.06803184	0.06759955734014511	0.0015212352637425735
GEN1	ENSG00000178295	2	17753858	17788941	+	17753858	17753771	-87	0.23906	0.98	0.89	0.22	0.74	143	12.3	True	0.465	0.280827	1.613957	0.2535	1.9234722	3.1138756275177	0.17305264318259103
GEN1	ENSG00000178295	2	17753858	17788941	+	17753858	17754083	225	0.26792	0.98	0.17	0.01	0.09	4	0.3	False	0.521	0.36693	1.613957	0.0629	1.9234722	3.1138756275177	0.17305264318259103
HYI	ENSG00000178922	1	43451003	43453989	-	43453989	43451966	-2023	-0.1785	0.81	0.92	-0.06	0.11	759	65.4	False	-0.354	-0.089997	1.615586	-0.1899	11.857343	10.112223386764526	0.6534911036175906
HYI	ENSG00000178922	1	43451003	43453989	-	43453989	43453742	-247	-0.19057	0.81	0.73	0.09	0.93	1006	86.6	True	-0.378	-0.124666	1.615586	-0.2594	11.857343	10.112223386764526	0.6534911036175906
HYI	ENSG00000178922	1	43451003	43453989	-	43453989	43453815	-174	-0.18095	0.81	0.83	0.1	0.11	155	13.4	False	-0.359	-0.058728	1.615586	-0.0673	11.857343	10.112223386764526	0.6534911036175906
WDR97	ENSG00000179698	8	144107726	144118315	+	144107726	144107695	-31	0.01199	0.97	0.9	0.39	0.94	1154	99.4	True	1.0	0.429836	3.556569	0.2043	0.16641107	0.1778285801410675	0.008951614293136467
WDR97	ENSG00000179698	8	144107726	144118315	+	144107726	144109615	1889	0.00611	0.97	0.97	0.09	0.06	272	23.4	False	0.51	1.030275	3.556569	0.579	0.16641107	0.1778285801410675	0.008951614293136467
EXOC3	ENSG00000180104	5	443158	471937	+	443158	424538	-18620	0.08417	0.89	0.81	0.03	0.05	673	58.0	False	0.086	-0.083013	0.760683	-0.2708	23.898113	7.9191131591796875	0.44693293543949036
EXOC3	ENSG00000180104	5	443158	471937	+	443158	429944	-13214	0.09706	0.89	0.76	0.04	0.07	745	64.2	False	0.099	-0.096844	0.760683	-0.3066	23.898113	7.9191131591796875	0.44693293543949036
EXOC3	ENSG00000180104	5	443158	471937	+	443158	437427	-5731	0.09195	0.89	0.81	0.04	0.06	746	64.3	False	0.094	-0.096777	0.760683	-0.3061	23.898113	7.9191131591796875	0.44693293543949036
EXOC3	ENSG00000180104	5	443158	471937	+	443158	442471	-687	-0.33212	0.89	0.42	0.08	0.06	198	17.1	False	-0.34	-0.060478	0.760683	-0.1154	23.898113	7.9191131591796875	0.44693293543949036
EXOC3	ENSG00000180104	5	443158	471937	+	443158	443033	-125	0.97769	0.89	0.9	0.38	1.0	1144	98.5	True	1.0	-0.170992	0.760683	-0.349	23.898113	7.9191131591796875	0.44693293543949036
EXOC3	ENSG00000180104	5	443158	471937	+	443158	443121	-37	0.26766	0.89	0.63	0.14	0.24	748	64.4	False	0.274	-0.098159	0.760683	-0.3113	23.898113	7.9191131591796875	0.44693293543949036
EXOC3	ENSG00000180104	5	443158	471937	+	443158	443332	174	0.33343	0.89	0.37	0.02	0.23	1144	98.5	False	0.341	-0.170992	0.760683	-0.349	23.898113	7.9191131591796875	0.44693293543949036
TDRD6	ENSG00000180113	6	46687875	46704319	+	46687875	46687866	-9	-0.00326	1.0	0.94	0.33	0.91	622	53.6	True	-0.889	-0.172835	1.720995	-0.259	0.057527907	0.0843653604388237	0.0018093174304929201
OXTR	ENSG00000180914	3	8750408	8769628	-	8769628	8768776	-852	0.0214	0.88	0.72	0.1	0.16	292	25.2	False	0.467	0.537964	3.374484	0.2795	0.5575919	0.2816471457481384	0.02117974409595595
OXTR	ENSG00000180914	3	8750408	8769628	-	8769628	8769210	-418	-0.04581	0.88	0.46	0.03	0.53	215	18.5	True	-1.0	-0.239169	3.374484	-0.1162	0.5575919	0.2816471457481384	0.02117974409595595
OXTR	ENSG00000180914	3	8750408	8769628	-	8769628	8769708	80	0.03348	0.88	0.58	0.03	0.12	104	9.0	False	0.731	-0.05732	3.374484	-0.0193	0.5575919	0.2816471457481384	0.02117974409595595
OXTR	ENSG00000180914	3	8750408	8769628	-	8769628	8785285	15657	0.01504	0.88	0.87	0.11	0.05	402	34.6	False	0.328	0.538103	3.374484	0.3252	0.5575919	0.2816471457481384	0.02117974409595595
OXTR	ENSG00000180914	3	8750408	8769628	-	8769628	8785287	15659	0.01895	0.88	0.82	0.14	0.15	402	34.6	False	0.414	0.538103	3.374484	0.3252	0.5575919	0.2816471457481384	0.02117974409595595
WRB	ENSG00000182093	21	39380244	39428528	+	39380244	39379885	-359	-1.20618	0.92	0.59	0.04	0.34	606	52.2	True	-0.086	0.086246	0.94912	0.2684	58.794632	33.49681854248047	2.342686436568467
WRB	ENSG00000182093	21	39380244	39428528	+	39380244	39380433	189	-14.01682	0.92	0.23	-0.03	0.25	2	0.2	False	-1.0	0.16404	0.94912	0.0372	58.794632	33.49681854248047	2.342686436568467
WRB	ENSG00000182093	21	39380244	39428528	+	39380244	39391969	11725	0.83744	0.92	0.84	0.02	0.06	1035	89.1	False	0.06	-0.09876	0.94912	-0.3091	58.794632	33.49681854248047	2.342686436568467
WRB	ENSG00000182093	21	39380244	39428528	+	39380244	39397091	16847	1.19011	0.92	0.76	0.03	0.19	1034	89.1	False	0.085	-0.098615	0.94912	-0.3092	58.794632	33.49681854248047	2.342686436568467
WRB	ENSG00000182093	21	39380244	39428528	+	39380244	39397881	17637	0.92597	0.92	0.84	0.02	0.07	1034	89.1	False	0.066	-0.098615	0.94912	-0.3092	58.794632	33.49681854248047	2.342686436568467
FAM89A	ENSG00000182118	1	231018958	231040246	-	231040246	231020327	-19919	0.45267	0.96	0.3	0.16	0.25	1130	97.3	False	0.821	-0.233601	2.521058	-0.1956	7.0350633	4.134841442108154	0.28521884084920257
FAM89A	ENSG00000182118	1	231018958	231040246	-	231040246	231034726	-5520	0.29852	0.96	0.81	0.11	0.35	673	58.0	True	0.541	0.450263	2.521058	0.5077	7.0350633	4.134841442108154	0.28521884084920257
FAM89A	ENSG00000182118	1	231018958	231040246	-	231040246	231038158	-2088	0.12891	0.96	0.89	0.02	0.07	679	58.5	False	0.234	0.417307	2.521058	0.476	7.0350633	4.134841442108154	0.28521884084920257
FAM89A	ENSG00000182118	1	231018958	231040246	-	231040246	231039830	-416	0.31755	0.96	0.44	0.02	0.12	99	8.5	False	0.576	0.053149	2.521058	0.0262	7.0350633	4.134841442108154	0.28521884084920257
SPACA6	ENSG00000182310	19	51693340	51712387	+	51693340	51692221	-1119	-0.04632	0.93	0.84	0.12	0.1	525	45.2	False	-0.323	-0.172842	1.749215	-0.2412	0.8817534	0.762227475643158	0.06605569073381473
SPACA6	ENSG00000182310	19	51693340	51712387	+	51693340	51693200	-140	-0.06794	0.93	0.73	0.26	0.6	648	55.8	True	-0.473	-0.154431	1.749215	-0.2264	0.8817534	0.762227475643158	0.06605569073381473
SPACA6	ENSG00000182310	19	51693340	51712387	+	51693340	51693469	129	0.14358	0.93	0.17	0.01	0.18	11	0.9	False	1.0	0.072755	1.749215	0.0166	0.8817534	0.762227475643158	0.06605569073381473
YBEY	ENSG00000182362	21	46286337	46297751	+	46286337	46285759	-578	0.44951	0.93	0.77	0.04	0.39	842	72.5	False	0.296	-0.226603	1.301303	-0.3744	41.20625	12.044891357421875	0.7082314942659172
YBEY	ENSG00000182362	21	46286337	46297751	+	46286337	46288604	2267	0.45035	0.93	0.42	0.04	0.87	847	73.0	True	0.297	-0.227074	1.301303	-0.3729	41.20625	12.044891357421875	0.7082314942659172
YBEY	ENSG00000182362	21	46286337	46297751	+	46286337	46288606	2269	0.58332	0.93	-0.4	0.07	0.42	847	73.0	False	0.385	-0.227074	1.301303	-0.3729	41.20625	12.044891357421875	0.7082314942659172
YBEY	ENSG00000182362	21	46286337	46297751	+	46286337	46288720	2383	0.20777	0.93	0.79	0.01	0.07	849	73.1	False	0.137	-0.224762	1.301303	-0.37	41.20625	12.044891357421875	0.7082314942659172
YBEY	ENSG00000182362	21	46286337	46297751	+	46286337	46296475	10138	0.36503	0.93	0.85	0.02	0.08	1061	91.4	False	0.241	-0.281034	1.301303	-0.4417	41.20625	12.044891357421875	0.7082314942659172
ADI1	ENSG00000182551	2	3497361	3519736	-	3519736	3519553	-183	0.13099	0.92	0.9	0.16	0.98	1142	98.4	True	1.0	0.138992	1.162865	0.2142	1.230244	0.6640386581420898	0.05388627188142956
SMG1P5	ENSG00000183604	16	30267553	30335374	-	30335374	30335371	-3	-3.36024	0.95	0.94	0.46	0.89	661	56.9	True	-0.592	0.201365	2.347076	0.2715	22.157043	11.797019004821777	0.9473696029155779
TTC32	ENSG00000183891	2	19896643	19901986	-	19901986	19901726	-260	-0.91189	0.92	0.95	1.23	1.02	341	29.4	True	-0.65	0.228584	1.492204	0.2629	4.010342	5.5987629890441895	0.2791203811202649
KRBA2	ENSG00000184619	17	8368637	8376711	-	8376711	8376006	-705	0.52282	0.98	0.97	1.01	0.72	1027	88.5	True	0.231	0.206737	1.489801	0.4033	9.108106	3.669011116027832	0.3118112924241406
KRBA2	ENSG00000184619	17	8368637	8376711	-	8376711	8376731	20	-2.26135	0.98	0.25	0.02	0.25	1	0.1	False	-1.0	-1.162986	1.489801	-0.115	9.108106	3.669011116027832	0.3118112924241406
UBE2G2	ENSG00000184787	21	44768580	44802019	-	44802019	44764949	-37070	-0.00233	0.43	0.77	0.22	0.19	1075	92.6	False	-0.072	-0.026767	0.735821	-0.0965	0.41221488	0.750635027885437	0.0170661646786085
UBE2G2	ENSG00000184787	21	44768580	44802019	-	44802019	44775193	-26826	0.00122	0.43	0.73	0.04	0.08	256	22.0	False	0.038	0.070907	0.735821	0.1867	0.41221488	0.750635027885437	0.0170661646786085
UBE2G2	ENSG00000184787	21	44768580	44802019	-	44802019	44775328	-26691	-0.00051	0.43	0.57	0.05	0.06	1066	91.8	False	-0.016	-0.018795	0.735821	-0.0692	0.41221488	0.750635027885437	0.0170661646786085
UBE2G2	ENSG00000184787	21	44768580	44802019	-	44802019	44776355	-25664	-0.00104	0.43	0.65	0.11	0.05	1067	91.9	False	-0.032	-0.019074	0.735821	-0.0704	0.41221488	0.750635027885437	0.0170661646786085
UBE2G2	ENSG00000184787	21	44768580	44802019	-	44802019	44797438	-4581	0.00371	0.43	0.78	0.18	0.24	302	26.0	False	0.114	0.058085	0.735821	0.1694	0.41221488	0.750635027885437	0.0170661646786085
UBE2G2	ENSG00000184787	21	44768580	44802019	-	44802019	44799269	-2750	0.0009	0.43	0.72	0.04	0.05	315	27.1	False	0.028	0.056398	0.735821	0.1682	0.41221488	0.750635027885437	0.0170661646786085
UBE2G2	ENSG00000184787	21	44768580	44802019	-	44802019	44800246	-1773	-0.00743	0.43	0.76	0.93	1.63	619	53.3	True	-0.229	-0.029093	0.735821	-0.1065	0.41221488	0.750635027885437	0.0170661646786085
UBE2G2	ENSG00000184787	21	44768580	44802019	-	44802019	44801932	-87	-0.00189	0.43	0.77	0.19	0.08	1068	92.0	False	-0.058	-0.017875	0.735821	-0.0658	0.41221488	0.750635027885437	0.0170661646786085
UBE2G2	ENSG00000184787	21	44768580	44802019	-	44802019	44802571	552	0.00311	0.43	0.84	0.16	0.08	331	28.5	False	0.096	0.060638	0.735821	0.1826	0.41221488	0.750635027885437	0.0170661646786085
UBE2G2	ENSG00000184787	21	44768580	44802019	-	44802019	44803656	1637	0.00458	0.43	0.68	0.26	0.68	331	28.5	False	0.141	0.060638	0.735821	0.1826	0.41221488	0.750635027885437	0.0170661646786085
UBE2G2	ENSG00000184787	21	44768580	44802019	-	44802019	44805397	3378	0.00143	0.43	0.77	0.06	0.09	257	22.1	False	0.044	0.072501	0.735821	0.1895	0.41221488	0.750635027885437	0.0170661646786085
UBE2G2	ENSG00000184787	21	44768580	44802019	-	44802019	44806651	4632	0.00095	0.43	0.7	0.04	0.08	332	28.6	False	0.029	0.060638	0.735821	0.1826	0.41221488	0.750635027885437	0.0170661646786085
UBE2G2	ENSG00000184787	21	44768580	44802019	-	44802019	44806871	4852	0.00354	0.43	0.83	0.19	0.09	332	28.6	False	0.109	0.060638	0.735821	0.1826	0.41221488	0.750635027885437	0.0170661646786085
UBE2G2	ENSG00000184787	21	44768580	44802019	-	44802019	44810837	8818	-0.0005	0.43	0.58	0.05	0.06	1066	91.8	False	-0.015	-0.017137	0.735821	-0.0632	0.41221488	0.750635027885437	0.0170661646786085
UBE2G2	ENSG00000184787	21	44768580	44802019	-	44802019	44819512	17493	-0.00075	0.43	0.67	0.08	0.07	606	52.2	False	-0.023	-0.037583	0.735821	-0.1367	0.41221488	0.750635027885437	0.0170661646786085
UBE2G2	ENSG00000184787	21	44768580	44802019	-	44802019	44830429	28410	0.00097	0.43	0.67	0.03	0.08	605	52.1	False	0.03	0.03685	0.735821	0.1424	0.41221488	0.750635027885437	0.0170661646786085
UBE2G2	ENSG00000184787	21	44768580	44802019	-	44802019	44845585	43566	0.0009	0.43	0.7	0.02	0.06	322	27.7	False	0.028	0.051459	0.735821	0.15	0.41221488	0.750635027885437	0.0170661646786085
CDK10	ENSG00000185324	16	89680737	89696364	+	89680737	89680851	114	0.00342	1.0	0.99	0.03	1.0	785	67.6	True	0.862	-0.099263	1.38005	-0.2025	0.033513773	0.019648078829050064	0.0007904692929686779
GSAP	ENSG00000186088	7	77310751	77416400	-	77416400	77416565	165	0.2974	0.99	0.95	0.03	0.96	986	84.9	True	0.555	0.200137	3.636893	0.3567	2.2580333	3.2728381156921387	0.13997484434774557
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179182515	-82275	0.1535	0.18	-0.13	0.28	0.33	955	82.3	False	0.047	-0.00761	0.621013	-0.0269	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179187369	-77421	-0.06259	0.18	0.26	0.04	0.05	75	6.5	False	-0.019	-0.08007	0.621013	-0.1061	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179196140	-68650	-0.08364	0.18	0.36	0.28	0.37	495	42.6	False	-0.026	-0.091669	0.621013	-0.2897	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179218460	-46330	-0.06409	0.18	0.3	0.24	0.3	611	52.6	False	-0.02	-0.074113	0.621013	-0.2453	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179221112	-43678	-0.03652	0.18	0.15	0.12	0.15	493	42.5	False	-0.011	-0.092832	0.621013	-0.2934	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179221575	-43215	-0.18206	0.18	-0.33	0.15	0.17	84	7.2	False	-0.056	-0.113744	0.621013	-0.1547	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179225256	-39534	-0.05572	0.18	0.25	0.16	0.21	443	38.2	False	-0.017	-0.095831	0.621013	-0.2815	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179226834	-37956	-0.08695	0.18	0.22	0.29	0.37	494	42.5	False	-0.027	-0.092893	0.621013	-0.2936	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179227067	-37723	-0.02322	0.18	0.27	0.09	0.09	613	52.8	False	-0.007	-0.073532	0.621013	-0.2432	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179229798	-34992	-0.04367	0.18	0.21	0.09	0.11	365	31.4	False	-0.014	-0.091416	0.621013	-0.2458	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179233801	-30989	-0.0335	0.18	0.21	0.07	0.07	295	25.4	False	-0.01	-0.091098	0.621013	-0.2341	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179236257	-28533	-0.03588	0.18	0.18	0.13	0.15	608	52.4	False	-0.011	-0.074951	0.621013	-0.2454	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179237125	-27665	-0.03387	0.18	0.2	0.05	0.05	229	19.7	False	-0.01	-0.105637	0.621013	-0.2321	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179240039	-24751	-0.03204	0.18	0.23	0.11	0.12	488	42.0	False	-0.01	-0.095578	0.621013	-0.2977	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179245212	-19578	-0.05209	0.18	0.22	0.18	0.22	489	42.1	False	-0.016	-0.095634	0.621013	-0.2979	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179246083	-18707	-0.01779	0.18	0.2	0.05	0.05	573	49.4	False	-0.006	-0.054768	0.621013	-0.1752	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179247914	-16876	-0.04789	0.18	0.22	0.13	0.15	349	30.1	False	-0.015	-0.093319	0.621013	-0.2626	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179251239	-13551	-0.15433	0.18	-0.18	0.51	0.47	489	42.1	False	-0.048	-0.093719	0.621013	-0.2928	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179252034	-12756	-0.02882	0.18	0.23	0.08	0.09	433	37.3	False	-0.009	-0.088068	0.621013	-0.2611	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179252519	-12271	-0.02494	0.18	0.24	0.08	0.09	489	42.1	False	-0.008	-0.093682	0.621013	-0.2927	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179256004	-8786	-0.09204	0.18	0.22	0.27	0.34	438	37.7	False	-0.028	-0.096595	0.621013	-0.2804	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179260344	-4446	-0.14703	0.18	-0.09	0.11	0.1	168	14.5	False	-0.045	-0.054208	0.621013	-0.0977	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179260430	-4360	-0.12035	0.18	-0.02	0.44	0.49	610	52.5	False	-0.037	-0.073836	0.621013	-0.2415	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179260565	-4225	-0.23583	0.18	-0.36	0.09	0.06	57	4.9	False	-0.073	-0.077132	0.621013	-0.0873	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179260654	-4136	-0.05892	0.18	0.22	0.05	0.06	89	7.7	False	-0.018	-0.105746	0.621013	-0.1476	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179261586	-3204	-0.14427	0.18	0.01	0.48	0.56	490	42.2	False	-0.045	-0.093739	0.621013	-0.2929	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179261690	-3100	-0.08575	0.18	0.28	0.29	0.37	490	42.2	False	-0.027	-0.094654	0.621013	-0.2948	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179261898	-2892	-0.09497	0.18	0.09	0.32	0.38	494	42.5	False	-0.029	-0.093576	0.621013	-0.2923	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179262976	-1814	-0.24566	0.18	-0.37	0.87	0.57	617	53.1	True	-0.076	-0.073125	0.621013	-0.2392	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179264437	-353	0.63694	0.18	-0.49	0.13	0.15	27	2.3	False	0.197	0.006604	0.621013	0.0052	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179264451	-339	-0.2513	0.18	-0.46	0.81	0.38	495	42.6	False	-0.078	-0.094198	0.621013	-0.2951	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179264639	-151	-0.11423	0.18	0.09	0.43	0.53	915	78.8	False	-0.035	-0.039048	0.621013	-0.1391	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179266629	1839	-0.09252	0.18	0.16	0.34	0.41	613	52.8	False	-0.029	-0.075586	0.621013	-0.2476	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179267930	3140	-0.09275	0.18	0.1	0.34	0.4	613	52.8	False	-0.029	-0.076243	0.621013	-0.2504	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179268412	3622	-0.1509	0.18	-0.11	0.11	0.12	74	6.4	False	-0.047	-0.085759	0.621013	-0.1129	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179270091	5301	-0.12042	0.18	-0.1	0.19	0.23	154	13.3	False	-0.037	-0.09883	0.621013	-0.1835	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179272512	7722	-0.11589	0.18	-0.01	0.05	0.07	47	4.0	False	-0.036	-0.08781	0.621013	-0.0923	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179272674	7884	-0.16018	0.18	-0.27	0.21	0.22	158	13.6	False	-0.05	-0.08365	0.621013	-0.1597	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179273692	8902	-0.71372	0.18	-0.52	0.24	0.18	25	2.2	False	-0.221	-0.115386	0.621013	-0.0875	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179276330	11540	0.05464	0.18	0.27	0.06	0.08	662	57.0	False	0.017	0.003741	0.621013	0.0123	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179276477	11687	0.05004	0.18	0.19	0.05	0.07	662	57.0	False	0.015	0.003741	0.621013	0.0123	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179324793	60003	0.1657	0.18	-0.32	0.04	0.08	107	9.2	False	0.051	-0.017819	0.621013	-0.0256	25.586285	9.092575073242188	0.6429045814487381
SESTD1	ENSG00000187231	2	179101692	179264790	-	179264790	179333145	68355	0.16131	0.18	-0.31	0.07	0.17	554	47.7	False	0.05	-0.017695	0.621013	-0.0547	25.586285	9.092575073242188	0.6429045814487381
HIST1H1C	ENSG00000187837	6	26055787	26056428	-	26056428	26055162	-1266	-4.52818	0.83	0.21	0.07	0.12	29	2.5	False	-0.42	-0.145033	2.100936	-0.0316	76.63355	27.48782730102539	1.6800021815853243
HIST1H1C	ENSG00000187837	6	26055787	26056428	-	26056428	26056321	-107	1.81304	0.83	0.7	0.38	0.59	1021	87.9	True	0.168	0.23729	2.100936	0.2426	76.63355	27.48782730102539	1.6800021815853243
HIST1H1C	ENSG00000187837	6	26055787	26056428	-	26056428	26056480	52	0.36303	0.83	0.59	0.03	0.07	470	40.5	False	0.034	0.096722	2.100936	0.0868	76.63355	27.48782730102539	1.6800021815853243
HIST1H1C	ENSG00000187837	6	26055787	26056428	-	26056428	26058342	1914	0.353	0.83	0.65	0.03	0.07	774	66.7	False	0.033	0.134498	2.100936	0.1397	76.63355	27.48782730102539	1.6800021815853243
CENPP	ENSG00000188312	9	92325484	92620533	+	92325484	92325528	44	-0.48636	0.77	0.78	1.07	0.79	150	12.9	True	-0.614	-0.117801	0.972503	-0.1258	9.087926	2.2410879135131836	0.1983120912309819
CENPP	ENSG00000188312	9	92325484	92620533	+	92325484	92325603	119	-0.79178	0.77	0.17	0.03	0.22	1	0.1	False	-1.0	0.0	0.972503	nan	9.087926	2.2410879135131836	0.1983120912309819
CENPP	ENSG00000188312	9	92325484	92620533	+	92325484	92350278	24794	0.05512	0.77	0.7	0.13	0.12	714	61.5	False	0.07	0.17283	0.972503	0.365	9.087926	2.2410879135131836	0.1983120912309819
NPIPP1	ENSG00000188599	16	15104312	15123498	-	15123498	15094055	-29443	-0.00074	0.82	0.51	0.2	0.49	1072	92.3	True	-0.109	-0.253665	1.714663	-0.3518	0.031279203	0.014263223856687546	0.0014573016208136644
NPIPP1	ENSG00000188599	16	15104312	15123498	-	15123498	15123286	-212	-0.00675	0.82	0.36	0.06	0.44	2	0.2	False	-1.0	-0.453445	1.714663	-0.0478	0.031279203	0.014263223856687546	0.0014573016208136644
NPIPP1	ENSG00000188599	16	15104312	15123498	-	15123498	15125820	2322	-0.00029	0.82	0.76	0.04	0.06	1138	98.0	False	-0.043	-0.337853	1.714663	-0.3483	0.031279203	0.014263223856687546	0.0014573016208136644
NPIPP1	ENSG00000188599	16	15104312	15123498	-	15123498	15132277	8779	-0.00064	0.82	0.7	0.1	0.22	1108	95.4	False	-0.094	-0.256897	1.714663	-0.2966	0.031279203	0.014263223856687546	0.0014573016208136644
NANOS1	ENSG00000188613	10	119029716	119033732	+	119029716	118954350	-75366	-0.00231	0.01	0.03	0.14	0.13	376	32.4	False	-0.007	0.02669	2.902981	0.0286	3.0621161	0.7347733974456787	0.09084564364033515
NANOS1	ENSG00000188613	10	119029716	119033732	+	119029716	118959316	-70400	-0.03271	0.01	0.32	1.85	1.84	379	32.6	False	-0.104	0.03792	2.902981	0.0408	3.0621161	0.7347733974456787	0.09084564364033515
NANOS1	ENSG00000188613	10	119029716	119033732	+	119029716	118976731	-52985	0.01875	0.01	-0.06	1.22	1.21	484	41.7	False	0.06	0.031894	2.902981	0.0391	3.0621161	0.7347733974456787	0.09084564364033515
NANOS1	ENSG00000188613	10	119029716	119033732	+	119029716	118978778	-50938	-0.00444	0.01	0.03	0.31	0.32	398	34.3	False	-0.014	-0.02268	2.902981	-0.0251	3.0621161	0.7347733974456787	0.09084564364033515
